# Metadata:
# Simulated red vs blue cyber activity data for ML tasks
# Columns: timestamp, src_ip, dst_ip, protocol, activity_type, event_details
# activity_type: "red" = adversary, "blue" = defender
# Generated on: 2025-11-07 15:25:36
timestamp,src_ip,dst_ip,protocol,activity_type,event_details
2025-01-01 14:26:47,94.5.122.218,247.84.71.115,UDP,red,RED - UDP connection from 94.5.122.218 to 247.84.71.115
2025-01-01 20:37:13,243.74.247.241,92.20.112.195,HTTP,red,RED - HTTP connection from 243.74.247.241 to 92.20.112.195
2025-01-01 02:17:19,68.189.119.11,172.105.184.100,HTTP,blue,BLUE - Defensive action on 172.105.184.100
2025-01-01 01:41:26,11.165.52.181,248.140.134.149,HTTPS,red,RED - HTTPS connection from 11.165.52.181 to 248.140.134.149
2025-01-01 13:42:49,168.193.187.151,168.39.128.97,UDP,blue,BLUE - Defensive action on 168.39.128.97
2025-01-01 12:50:55,210.176.249.203,124.3.71.113,UDP,red,RED - UDP connection from 210.176.249.203 to 124.3.71.113
2025-01-01 02:48:24,132.143.108.39,48.80.185.155,TCP,red,RED - TCP connection from 132.143.108.39 to 48.80.185.155
2025-01-01 15:05:44,208.169.58.124,173.245.245.54,HTTPS,red,RED - HTTPS connection from 208.169.58.124 to 173.245.245.54
2025-01-01 23:33:57,214.210.11.63,12.65.82.35,HTTPS,red,RED - HTTPS connection from 214.210.11.63 to 12.65.82.35
2025-01-01 20:50:08,38.28.85.67,237.92.207.154,HTTPS,red,RED - HTTPS connection from 38.28.85.67 to 237.92.207.154
2025-01-01 10:19:12,243.43.110.115,156.241.246.44,UDP,blue,BLUE - Defensive action on 156.241.246.44
2025-01-01 21:52:33,37.93.135.43,186.175.232.153,HTTPS,red,RED - HTTPS connection from 37.93.135.43 to 186.175.232.153
2025-01-01 08:22:02,97.197.67.28,5.103.214.212,UDP,red,RED - UDP connection from 97.197.67.28 to 5.103.214.212
2025-01-01 06:27:35,122.19.60.24,124.66.0.230,HTTP,blue,BLUE - Defensive action on 124.66.0.230
2025-01-01 13:29:06,224.22.219.59,241.246.195.90,HTTPS,red,RED - HTTPS connection from 224.22.219.59 to 241.246.195.90
2025-01-01 15:29:29,35.130.244.197,60.42.145.154,HTTPS,blue,BLUE - Defensive action on 60.42.145.154
2025-01-01 09:23:11,49.2.3.148,134.60.3.97,UDP,blue,BLUE - Defensive action on 134.60.3.97
2025-01-01 14:53:08,93.54.79.110,167.129.133.219,HTTPS,blue,BLUE - Defensive action on 167.129.133.219
2025-01-01 20:33:32,94.141.203.194,53.211.247.46,ICMP,blue,BLUE - Defensive action on 53.211.247.46
2025-01-01 09:14:23,254.157.176.199,181.203.70.219,TCP,red,RED - TCP connection from 254.157.176.199 to 181.203.70.219
2025-01-01 16:15:36,201.82.51.55,131.205.173.206,HTTPS,red,RED - HTTPS connection from 201.82.51.55 to 131.205.173.206
2025-01-01 05:51:08,100.2.46.211,38.241.222.23,TCP,blue,BLUE - Defensive action on 38.241.222.23
2025-01-01 08:04:27,95.40.19.186,99.205.146.183,HTTPS,red,RED - HTTPS connection from 95.40.19.186 to 99.205.146.183
2025-01-01 06:22:53,164.253.224.3,52.146.99.9,HTTPS,red,RED - HTTPS connection from 164.253.224.3 to 52.146.99.9
2025-01-01 22:23:54,44.18.184.62,168.0.80.23,ICMP,blue,BLUE - Defensive action on 168.0.80.23
2025-01-01 12:51:25,172.202.207.151,52.7.35.236,TCP,blue,BLUE - Defensive action on 52.7.35.236
2025-01-01 20:21:24,235.178.177.247,209.141.115.156,UDP,blue,BLUE - Defensive action on 209.141.115.156
2025-01-01 14:42:27,148.2.133.45,105.54.37.129,ICMP,blue,BLUE - Defensive action on 105.54.37.129
2025-01-01 04:15:36,206.131.128.178,114.193.247.198,UDP,blue,BLUE - Defensive action on 114.193.247.198
2025-01-01 16:42:22,175.235.14.124,30.132.34.98,UDP,red,RED - UDP connection from 175.235.14.124 to 30.132.34.98
2025-01-01 11:29:43,106.180.4.180,214.134.127.74,TCP,blue,BLUE - Defensive action on 214.134.127.74
2025-01-01 12:27:05,20.91.243.81,91.111.137.47,UDP,blue,BLUE - Defensive action on 91.111.137.47
2025-01-01 07:16:10,61.123.135.53,59.103.127.215,HTTPS,blue,BLUE - Defensive action on 59.103.127.215
2025-01-01 05:40:46,200.54.61.236,21.252.3.196,HTTPS,red,RED - HTTPS connection from 200.54.61.236 to 21.252.3.196
2025-01-01 17:33:34,96.161.252.230,253.140.251.47,HTTPS,blue,BLUE - Defensive action on 253.140.251.47
2025-01-01 14:29:10,57.65.27.135,205.216.244.241,HTTPS,red,RED - HTTPS connection from 57.65.27.135 to 205.216.244.241
2025-01-01 18:17:40,89.201.89.118,250.61.235.81,TCP,red,RED - TCP connection from 89.201.89.118 to 250.61.235.81
2025-01-01 07:40:23,98.51.166.93,157.132.95.141,ICMP,red,RED - ICMP connection from 98.51.166.93 to 157.132.95.141
2025-01-01 09:48:31,121.175.187.48,128.217.107.108,ICMP,blue,BLUE - Defensive action on 128.217.107.108
2025-01-01 14:35:06,72.230.92.147,34.117.51.185,ICMP,red,RED - ICMP connection from 72.230.92.147 to 34.117.51.185
2025-01-01 20:13:09,111.195.100.38,205.76.242.207,TCP,red,RED - TCP connection from 111.195.100.38 to 205.76.242.207
2025-01-01 15:20:49,128.68.161.202,125.153.128.144,HTTPS,red,RED - HTTPS connection from 128.68.161.202 to 125.153.128.144
2025-01-01 14:30:19,26.83.30.56,209.130.243.215,TCP,blue,BLUE - Defensive action on 209.130.243.215
2025-01-01 12:11:04,67.184.184.144,143.131.176.6,HTTP,red,RED - HTTP connection from 67.184.184.144 to 143.131.176.6
2025-01-01 12:46:58,223.101.89.251,200.145.181.84,HTTPS,blue,BLUE - Defensive action on 200.145.181.84
2025-01-01 16:16:20,228.40.195.158,74.237.74.223,UDP,blue,BLUE - Defensive action on 74.237.74.223
2025-01-01 15:21:28,162.207.36.21,42.175.116.81,ICMP,blue,BLUE - Defensive action on 42.175.116.81
2025-01-01 09:44:18,155.202.138.228,114.185.230.106,UDP,red,RED - UDP connection from 155.202.138.228 to 114.185.230.106
2025-01-01 00:50:27,33.120.128.241,191.40.107.43,HTTP,red,RED - HTTP connection from 33.120.128.241 to 191.40.107.43
2025-01-01 03:28:44,17.242.27.7,198.203.42.27,ICMP,red,RED - ICMP connection from 17.242.27.7 to 198.203.42.27
2025-01-01 03:04:10,168.199.158.59,64.145.226.161,UDP,red,RED - UDP connection from 168.199.158.59 to 64.145.226.161
2025-01-01 19:10:41,215.87.14.9,170.182.166.222,HTTP,blue,BLUE - Defensive action on 170.182.166.222
2025-01-01 19:40:55,240.139.227.35,249.90.233.162,HTTPS,blue,BLUE - Defensive action on 249.90.233.162
2025-01-01 19:03:30,164.158.177.124,139.116.45.114,ICMP,blue,BLUE - Defensive action on 139.116.45.114
2025-01-01 15:00:28,67.79.155.3,1.69.176.74,HTTP,red,RED - HTTP connection from 67.79.155.3 to 1.69.176.74
2025-01-01 17:54:38,243.244.153.3,197.220.149.153,UDP,red,RED - UDP connection from 243.244.153.3 to 197.220.149.153
2025-01-01 19:57:35,96.96.210.226,144.223.202.64,UDP,blue,BLUE - Defensive action on 144.223.202.64
2025-01-01 13:46:32,57.134.40.109,161.122.139.73,HTTPS,blue,BLUE - Defensive action on 161.122.139.73
2025-01-01 15:02:00,49.35.93.35,75.56.233.159,HTTP,blue,BLUE - Defensive action on 75.56.233.159
2025-01-01 22:40:25,126.96.164.5,39.25.11.48,TCP,blue,BLUE - Defensive action on 39.25.11.48
2025-01-01 09:48:03,33.224.4.60,24.77.7.127,UDP,blue,BLUE - Defensive action on 24.77.7.127
2025-01-01 15:18:02,80.255.190.119,179.16.169.21,UDP,red,RED - UDP connection from 80.255.190.119 to 179.16.169.21
2025-01-01 09:42:11,199.200.36.140,121.92.98.230,ICMP,blue,BLUE - Defensive action on 121.92.98.230
2025-01-01 00:27:33,32.127.197.198,250.226.126.189,TCP,red,RED - TCP connection from 32.127.197.198 to 250.226.126.189
2025-01-01 16:46:42,189.48.106.122,100.159.165.41,TCP,red,RED - TCP connection from 189.48.106.122 to 100.159.165.41
2025-01-01 09:13:22,124.152.101.93,228.26.111.250,TCP,red,RED - TCP connection from 124.152.101.93 to 228.26.111.250
2025-01-01 23:02:36,112.166.7.43,204.141.61.102,UDP,red,RED - UDP connection from 112.166.7.43 to 204.141.61.102
2025-01-01 01:31:44,149.243.79.96,198.45.127.41,HTTP,red,RED - HTTP connection from 149.243.79.96 to 198.45.127.41
2025-01-01 22:31:27,87.30.30.92,166.78.54.33,HTTP,red,RED - HTTP connection from 87.30.30.92 to 166.78.54.33
2025-01-01 11:31:55,252.177.224.188,50.10.193.92,UDP,blue,BLUE - Defensive action on 50.10.193.92
2025-01-01 01:26:15,125.224.150.139,179.250.97.146,UDP,blue,BLUE - Defensive action on 179.250.97.146
2025-01-01 11:47:05,188.239.140.223,213.82.35.136,UDP,blue,BLUE - Defensive action on 213.82.35.136
2025-01-01 10:45:54,210.134.187.117,1.194.94.227,TCP,blue,BLUE - Defensive action on 1.194.94.227
2025-01-01 22:34:50,62.164.32.169,248.198.97.135,HTTP,red,RED - HTTP connection from 62.164.32.169 to 248.198.97.135
2025-01-01 22:19:12,73.165.209.165,83.56.49.134,TCP,red,RED - TCP connection from 73.165.209.165 to 83.56.49.134
2025-01-01 04:43:29,46.16.103.28,125.98.50.9,HTTPS,blue,BLUE - Defensive action on 125.98.50.9
2025-01-01 23:57:15,126.131.25.94,57.36.6.239,UDP,blue,BLUE - Defensive action on 57.36.6.239
2025-01-01 02:54:40,120.31.184.143,191.212.188.204,TCP,blue,BLUE - Defensive action on 191.212.188.204
2025-01-01 19:15:39,11.36.155.20,242.110.49.26,UDP,blue,BLUE - Defensive action on 242.110.49.26
2025-01-01 06:53:52,50.127.91.143,192.212.54.197,HTTPS,blue,BLUE - Defensive action on 192.212.54.197
2025-01-01 16:42:05,180.218.53.43,203.92.205.130,ICMP,red,RED - ICMP connection from 180.218.53.43 to 203.92.205.130
2025-01-01 19:26:19,154.226.180.232,81.166.190.106,HTTP,blue,BLUE - Defensive action on 81.166.190.106
2025-01-01 22:09:05,62.109.192.197,141.130.184.247,HTTP,blue,BLUE - Defensive action on 141.130.184.247
2025-01-01 14:27:27,1.17.145.153,5.69.154.2,ICMP,red,RED - ICMP connection from 1.17.145.153 to 5.69.154.2
2025-01-01 07:49:17,220.161.11.198,211.141.79.25,TCP,blue,BLUE - Defensive action on 211.141.79.25
2025-01-01 12:56:56,40.70.135.94,228.127.119.66,ICMP,red,RED - ICMP connection from 40.70.135.94 to 228.127.119.66
2025-01-01 20:46:14,103.111.39.186,84.247.88.125,HTTPS,red,RED - HTTPS connection from 103.111.39.186 to 84.247.88.125
2025-01-01 21:40:18,165.153.19.188,207.195.40.200,TCP,blue,BLUE - Defensive action on 207.195.40.200
2025-01-01 12:40:03,226.222.213.239,223.61.116.192,HTTPS,red,RED - HTTPS connection from 226.222.213.239 to 223.61.116.192
2025-01-01 23:04:44,200.195.27.79,135.21.163.139,HTTPS,red,RED - HTTPS connection from 200.195.27.79 to 135.21.163.139
2025-01-01 11:53:58,129.113.78.13,173.201.228.193,HTTPS,red,RED - HTTPS connection from 129.113.78.13 to 173.201.228.193
2025-01-01 08:05:09,111.148.201.38,34.172.42.122,HTTPS,red,RED - HTTPS connection from 111.148.201.38 to 34.172.42.122
2025-01-01 19:57:27,103.134.43.103,129.222.66.196,UDP,blue,BLUE - Defensive action on 129.222.66.196
2025-01-01 20:21:48,51.249.202.167,147.100.126.63,TCP,blue,BLUE - Defensive action on 147.100.126.63
2025-01-01 15:39:29,83.45.57.172,106.216.187.90,UDP,blue,BLUE - Defensive action on 106.216.187.90
2025-01-01 12:32:37,153.12.156.44,253.179.226.160,UDP,blue,BLUE - Defensive action on 253.179.226.160
2025-01-01 01:38:02,237.119.102.176,96.79.43.29,TCP,red,RED - TCP connection from 237.119.102.176 to 96.79.43.29
2025-01-01 22:36:36,238.75.147.4,88.56.156.116,HTTP,red,RED - HTTP connection from 238.75.147.4 to 88.56.156.116
2025-01-01 12:04:59,54.108.104.140,134.132.247.160,UDP,red,RED - UDP connection from 54.108.104.140 to 134.132.247.160
2025-01-01 13:42:42,150.22.130.44,16.145.102.203,HTTPS,blue,BLUE - Defensive action on 16.145.102.203
2025-01-01 01:55:57,120.4.34.100,170.138.184.222,TCP,red,RED - TCP connection from 120.4.34.100 to 170.138.184.222
2025-01-01 10:38:57,223.197.118.251,98.50.161.125,HTTPS,red,RED - HTTPS connection from 223.197.118.251 to 98.50.161.125
2025-01-01 06:47:14,51.234.11.11,64.156.170.126,HTTP,red,RED - HTTP connection from 51.234.11.11 to 64.156.170.126
2025-01-01 00:40:08,89.180.181.161,78.120.141.208,TCP,blue,BLUE - Defensive action on 78.120.141.208
2025-01-01 14:05:47,228.15.143.58,39.174.201.169,UDP,red,RED - UDP connection from 228.15.143.58 to 39.174.201.169
2025-01-01 13:54:56,134.116.213.62,147.78.218.249,ICMP,blue,BLUE - Defensive action on 147.78.218.249
2025-01-01 16:21:13,139.67.105.168,36.103.70.80,HTTPS,red,RED - HTTPS connection from 139.67.105.168 to 36.103.70.80
2025-01-01 15:39:29,255.74.80.82,18.60.94.82,UDP,red,RED - UDP connection from 255.74.80.82 to 18.60.94.82
2025-01-01 11:36:11,226.211.210.78,114.140.77.200,UDP,red,RED - UDP connection from 226.211.210.78 to 114.140.77.200
2025-01-01 04:47:21,48.13.136.156,146.118.118.60,TCP,blue,BLUE - Defensive action on 146.118.118.60
2025-01-01 02:53:37,177.244.68.129,217.240.191.48,HTTP,blue,BLUE - Defensive action on 217.240.191.48
2025-01-01 17:15:08,36.83.98.58,9.209.7.237,ICMP,blue,BLUE - Defensive action on 9.209.7.237
2025-01-01 08:06:10,191.103.104.17,46.224.250.177,ICMP,blue,BLUE - Defensive action on 46.224.250.177
2025-01-01 08:59:06,110.207.21.156,189.194.160.101,HTTPS,red,RED - HTTPS connection from 110.207.21.156 to 189.194.160.101
2025-01-01 18:57:22,28.231.233.212,225.21.125.133,HTTPS,blue,BLUE - Defensive action on 225.21.125.133
2025-01-01 01:25:44,143.198.25.49,75.225.203.227,ICMP,blue,BLUE - Defensive action on 75.225.203.227
2025-01-01 16:47:49,43.216.150.157,236.27.72.119,HTTP,red,RED - HTTP connection from 43.216.150.157 to 236.27.72.119
2025-01-01 18:13:42,29.92.69.101,106.165.230.7,UDP,blue,BLUE - Defensive action on 106.165.230.7
2025-01-01 21:29:33,230.103.232.24,65.165.83.184,TCP,red,RED - TCP connection from 230.103.232.24 to 65.165.83.184
2025-01-01 04:09:23,181.230.185.22,135.196.81.97,HTTPS,blue,BLUE - Defensive action on 135.196.81.97
2025-01-01 01:35:54,197.87.171.145,224.76.83.223,UDP,red,RED - UDP connection from 197.87.171.145 to 224.76.83.223
2025-01-01 01:52:05,108.157.158.187,197.228.147.161,UDP,red,RED - UDP connection from 108.157.158.187 to 197.228.147.161
2025-01-01 04:47:25,246.103.1.160,196.129.6.118,HTTP,blue,BLUE - Defensive action on 196.129.6.118
2025-01-01 19:47:17,207.2.252.61,56.243.232.105,HTTP,red,RED - HTTP connection from 207.2.252.61 to 56.243.232.105
2025-01-01 21:53:22,154.3.125.226,141.142.106.13,UDP,red,RED - UDP connection from 154.3.125.226 to 141.142.106.13
2025-01-01 02:00:17,168.178.18.38,219.16.152.85,TCP,red,RED - TCP connection from 168.178.18.38 to 219.16.152.85
2025-01-01 03:57:52,107.91.82.173,73.90.233.192,HTTPS,blue,BLUE - Defensive action on 73.90.233.192
2025-01-01 01:18:17,24.153.165.95,230.194.34.195,HTTP,red,RED - HTTP connection from 24.153.165.95 to 230.194.34.195
2025-01-01 10:39:42,121.68.62.178,221.140.168.135,HTTP,red,RED - HTTP connection from 121.68.62.178 to 221.140.168.135
2025-01-01 07:36:40,157.29.55.147,187.44.247.186,HTTPS,blue,BLUE - Defensive action on 187.44.247.186
2025-01-01 15:32:54,156.162.132.135,148.181.66.158,HTTPS,blue,BLUE - Defensive action on 148.181.66.158
2025-01-01 18:55:18,187.254.252.207,47.119.148.251,UDP,red,RED - UDP connection from 187.254.252.207 to 47.119.148.251
2025-01-01 04:18:13,7.238.60.189,218.106.212.106,TCP,blue,BLUE - Defensive action on 218.106.212.106
2025-01-01 12:43:49,144.108.5.164,52.144.130.203,TCP,blue,BLUE - Defensive action on 52.144.130.203
2025-01-01 10:55:58,130.165.3.30,176.170.174.102,HTTPS,red,RED - HTTPS connection from 130.165.3.30 to 176.170.174.102
2025-01-01 06:23:40,50.169.173.237,173.245.242.205,TCP,red,RED - TCP connection from 50.169.173.237 to 173.245.242.205
2025-01-01 17:31:50,40.235.171.119,201.211.28.214,HTTPS,blue,BLUE - Defensive action on 201.211.28.214
2025-01-01 20:34:08,186.161.9.54,148.169.181.17,UDP,blue,BLUE - Defensive action on 148.169.181.17
2025-01-01 01:08:05,87.192.84.147,156.199.95.153,TCP,blue,BLUE - Defensive action on 156.199.95.153
2025-01-01 11:27:02,182.16.139.106,23.254.121.96,HTTP,blue,BLUE - Defensive action on 23.254.121.96
2025-01-01 07:52:09,135.154.89.29,96.19.103.234,TCP,blue,BLUE - Defensive action on 96.19.103.234
2025-01-01 18:25:21,7.247.78.49,88.247.158.199,ICMP,red,RED - ICMP connection from 7.247.78.49 to 88.247.158.199
2025-01-01 03:34:38,211.67.105.186,10.235.198.183,HTTPS,red,RED - HTTPS connection from 211.67.105.186 to 10.235.198.183
2025-01-01 00:08:58,80.22.44.86,120.23.52.134,ICMP,red,RED - ICMP connection from 80.22.44.86 to 120.23.52.134
2025-01-01 21:01:41,195.159.107.83,52.98.146.71,HTTPS,blue,BLUE - Defensive action on 52.98.146.71
2025-01-01 16:03:37,172.60.139.39,41.140.58.4,HTTPS,red,RED - HTTPS connection from 172.60.139.39 to 41.140.58.4
2025-01-01 07:31:16,139.179.163.70,37.145.125.44,TCP,blue,BLUE - Defensive action on 37.145.125.44
2025-01-01 22:19:41,229.173.227.13,34.14.241.232,TCP,red,RED - TCP connection from 229.173.227.13 to 34.14.241.232
2025-01-01 13:57:59,14.44.218.101,46.228.182.80,ICMP,red,RED - ICMP connection from 14.44.218.101 to 46.228.182.80
2025-01-01 19:25:24,21.238.67.24,209.239.49.117,ICMP,blue,BLUE - Defensive action on 209.239.49.117
2025-01-01 17:07:55,60.114.73.221,230.132.186.101,UDP,blue,BLUE - Defensive action on 230.132.186.101
2025-01-01 11:49:27,117.249.15.17,122.57.179.123,HTTP,red,RED - HTTP connection from 117.249.15.17 to 122.57.179.123
2025-01-01 10:16:36,197.178.65.131,27.207.54.84,HTTPS,red,RED - HTTPS connection from 197.178.65.131 to 27.207.54.84
2025-01-01 10:59:59,137.236.205.152,106.122.124.141,UDP,blue,BLUE - Defensive action on 106.122.124.141
2025-01-01 13:58:27,17.174.106.209,178.220.222.146,ICMP,red,RED - ICMP connection from 17.174.106.209 to 178.220.222.146
2025-01-01 06:18:06,170.39.249.30,152.237.166.143,TCP,blue,BLUE - Defensive action on 152.237.166.143
2025-01-01 06:24:51,79.207.35.154,28.194.167.127,TCP,red,RED - TCP connection from 79.207.35.154 to 28.194.167.127
2025-01-01 07:55:22,210.71.0.194,38.76.231.137,ICMP,blue,BLUE - Defensive action on 38.76.231.137
2025-01-01 22:24:44,148.228.100.53,175.162.153.146,ICMP,blue,BLUE - Defensive action on 175.162.153.146
2025-01-01 12:32:03,254.45.4.157,253.206.65.219,ICMP,red,RED - ICMP connection from 254.45.4.157 to 253.206.65.219
2025-01-01 13:26:34,231.27.0.181,144.183.56.221,ICMP,red,RED - ICMP connection from 231.27.0.181 to 144.183.56.221
2025-01-01 08:33:53,111.201.162.183,98.207.195.112,HTTPS,red,RED - HTTPS connection from 111.201.162.183 to 98.207.195.112
2025-01-01 06:18:49,122.71.96.143,99.184.213.40,ICMP,red,RED - ICMP connection from 122.71.96.143 to 99.184.213.40
2025-01-01 04:53:20,3.36.8.37,185.249.223.250,UDP,red,RED - UDP connection from 3.36.8.37 to 185.249.223.250
2025-01-01 04:59:45,165.212.233.229,202.217.92.117,HTTPS,blue,BLUE - Defensive action on 202.217.92.117
2025-01-01 20:05:58,210.230.196.91,58.95.217.155,TCP,blue,BLUE - Defensive action on 58.95.217.155
2025-01-01 08:37:11,183.137.210.238,140.187.17.251,TCP,blue,BLUE - Defensive action on 140.187.17.251
2025-01-01 13:25:10,29.246.40.37,187.143.238.133,TCP,red,RED - TCP connection from 29.246.40.37 to 187.143.238.133
2025-01-01 08:55:42,121.39.159.157,14.175.5.121,HTTP,blue,BLUE - Defensive action on 14.175.5.121
2025-01-01 20:53:50,188.169.215.91,246.150.148.43,TCP,blue,BLUE - Defensive action on 246.150.148.43
2025-01-01 20:31:26,67.31.242.149,44.26.149.208,HTTPS,red,RED - HTTPS connection from 67.31.242.149 to 44.26.149.208
2025-01-01 10:26:33,125.42.64.130,20.142.129.34,HTTPS,blue,BLUE - Defensive action on 20.142.129.34
2025-01-01 10:01:13,220.131.7.190,29.89.77.169,HTTP,blue,BLUE - Defensive action on 29.89.77.169
2025-01-01 06:23:09,67.120.248.47,205.16.175.252,TCP,red,RED - TCP connection from 67.120.248.47 to 205.16.175.252
2025-01-01 21:40:59,240.78.253.193,255.211.196.61,HTTP,red,RED - HTTP connection from 240.78.253.193 to 255.211.196.61
2025-01-01 07:40:37,148.176.27.165,68.59.26.43,HTTP,blue,BLUE - Defensive action on 68.59.26.43
2025-01-01 17:20:20,78.243.119.98,175.199.242.68,UDP,blue,BLUE - Defensive action on 175.199.242.68
2025-01-01 00:25:54,74.229.195.174,81.21.49.235,HTTPS,blue,BLUE - Defensive action on 81.21.49.235
2025-01-01 15:43:15,157.139.171.70,69.50.130.168,HTTPS,blue,BLUE - Defensive action on 69.50.130.168
2025-01-01 16:47:18,198.123.99.134,87.92.160.141,TCP,red,RED - TCP connection from 198.123.99.134 to 87.92.160.141
2025-01-01 02:28:26,4.210.50.135,27.228.179.57,ICMP,blue,BLUE - Defensive action on 27.228.179.57
2025-01-01 07:01:47,9.12.47.15,241.111.62.182,TCP,red,RED - TCP connection from 9.12.47.15 to 241.111.62.182
2025-01-01 22:00:57,34.192.94.230,29.94.129.76,HTTP,red,RED - HTTP connection from 34.192.94.230 to 29.94.129.76
2025-01-01 23:15:26,117.141.218.178,232.165.131.42,TCP,blue,BLUE - Defensive action on 232.165.131.42
2025-01-01 02:16:17,98.198.170.16,67.135.91.113,TCP,blue,BLUE - Defensive action on 67.135.91.113
2025-01-01 07:18:22,157.201.91.166,126.55.73.139,HTTP,red,RED - HTTP connection from 157.201.91.166 to 126.55.73.139
2025-01-01 22:21:13,165.54.226.184,67.52.17.19,TCP,blue,BLUE - Defensive action on 67.52.17.19
2025-01-01 16:14:02,5.254.76.168,164.0.19.171,HTTP,blue,BLUE - Defensive action on 164.0.19.171
2025-01-01 05:31:11,180.168.200.148,1.251.244.112,HTTP,red,RED - HTTP connection from 180.168.200.148 to 1.251.244.112
2025-01-01 19:39:55,58.1.196.245,177.246.62.146,HTTPS,blue,BLUE - Defensive action on 177.246.62.146
2025-01-01 12:08:24,175.155.205.15,162.46.187.137,ICMP,red,RED - ICMP connection from 175.155.205.15 to 162.46.187.137
2025-01-01 16:44:05,195.148.103.46,142.20.196.170,UDP,blue,BLUE - Defensive action on 142.20.196.170
2025-01-01 14:12:11,230.54.183.125,22.224.97.36,TCP,red,RED - TCP connection from 230.54.183.125 to 22.224.97.36
2025-01-01 00:55:24,185.122.250.100,17.157.255.137,HTTP,red,RED - HTTP connection from 185.122.250.100 to 17.157.255.137
2025-01-01 01:20:55,87.28.172.202,185.21.207.31,UDP,blue,BLUE - Defensive action on 185.21.207.31
2025-01-01 19:32:08,39.119.36.10,189.72.250.168,TCP,blue,BLUE - Defensive action on 189.72.250.168
2025-01-01 22:30:51,12.124.66.4,45.25.157.211,TCP,blue,BLUE - Defensive action on 45.25.157.211
2025-01-01 22:15:14,44.32.54.30,128.112.32.206,UDP,blue,BLUE - Defensive action on 128.112.32.206
2025-01-01 12:16:56,208.205.166.31,250.70.164.215,UDP,red,RED - UDP connection from 208.205.166.31 to 250.70.164.215
2025-01-01 21:35:36,45.171.32.31,71.72.212.44,ICMP,red,RED - ICMP connection from 45.171.32.31 to 71.72.212.44
2025-01-01 15:58:16,63.20.68.26,203.192.80.5,HTTP,red,RED - HTTP connection from 63.20.68.26 to 203.192.80.5
2025-01-01 00:13:52,2.91.45.181,167.145.213.178,HTTP,red,RED - HTTP connection from 2.91.45.181 to 167.145.213.178
2025-01-01 07:30:21,37.138.230.106,62.89.19.153,UDP,blue,BLUE - Defensive action on 62.89.19.153
2025-01-01 22:17:02,244.45.154.90,108.2.120.50,TCP,red,RED - TCP connection from 244.45.154.90 to 108.2.120.50
2025-01-01 22:32:03,93.112.237.198,161.106.141.14,UDP,red,RED - UDP connection from 93.112.237.198 to 161.106.141.14
2025-01-01 05:25:58,176.242.254.46,41.22.27.166,ICMP,blue,BLUE - Defensive action on 41.22.27.166
2025-01-01 07:37:51,112.128.171.158,207.232.22.27,TCP,red,RED - TCP connection from 112.128.171.158 to 207.232.22.27
2025-01-01 05:45:15,202.14.248.132,30.36.120.185,HTTP,blue,BLUE - Defensive action on 30.36.120.185
2025-01-01 15:15:27,51.166.117.200,29.166.116.26,UDP,blue,BLUE - Defensive action on 29.166.116.26
2025-01-01 07:16:48,97.112.37.121,150.248.27.228,HTTP,red,RED - HTTP connection from 97.112.37.121 to 150.248.27.228
2025-01-01 07:52:13,238.232.91.100,96.69.234.185,UDP,blue,BLUE - Defensive action on 96.69.234.185
2025-01-01 09:49:09,52.171.65.9,178.30.143.35,TCP,blue,BLUE - Defensive action on 178.30.143.35
2025-01-01 16:41:46,108.87.175.57,227.151.80.203,HTTPS,red,RED - HTTPS connection from 108.87.175.57 to 227.151.80.203
2025-01-01 21:02:55,249.117.44.106,220.250.110.152,HTTP,blue,BLUE - Defensive action on 220.250.110.152
2025-01-01 10:09:51,4.219.126.64,84.222.113.229,HTTPS,red,RED - HTTPS connection from 4.219.126.64 to 84.222.113.229
2025-01-01 20:53:16,230.2.213.251,12.20.240.188,HTTPS,red,RED - HTTPS connection from 230.2.213.251 to 12.20.240.188
2025-01-01 15:29:57,136.201.245.208,205.50.231.127,UDP,red,RED - UDP connection from 136.201.245.208 to 205.50.231.127
2025-01-01 20:20:02,193.6.208.244,56.67.183.76,UDP,red,RED - UDP connection from 193.6.208.244 to 56.67.183.76
2025-01-01 00:34:47,123.156.82.181,118.12.232.119,UDP,blue,BLUE - Defensive action on 118.12.232.119
2025-01-01 06:44:01,203.189.237.181,163.0.36.99,ICMP,red,RED - ICMP connection from 203.189.237.181 to 163.0.36.99
2025-01-01 10:47:54,110.138.106.202,176.41.171.189,TCP,blue,BLUE - Defensive action on 176.41.171.189
2025-01-01 01:52:38,29.196.187.120,159.20.187.94,UDP,red,RED - UDP connection from 29.196.187.120 to 159.20.187.94
2025-01-01 20:24:59,182.104.70.252,86.122.58.167,HTTP,red,RED - HTTP connection from 182.104.70.252 to 86.122.58.167
2025-01-01 08:12:28,83.180.136.129,175.216.141.14,TCP,blue,BLUE - Defensive action on 175.216.141.14
2025-01-01 12:34:09,116.248.62.121,182.149.231.159,ICMP,red,RED - ICMP connection from 116.248.62.121 to 182.149.231.159
2025-01-01 06:51:27,229.234.44.21,101.91.147.246,TCP,red,RED - TCP connection from 229.234.44.21 to 101.91.147.246
2025-01-01 05:59:56,71.57.75.128,39.104.11.76,HTTP,red,RED - HTTP connection from 71.57.75.128 to 39.104.11.76
2025-01-01 17:15:15,89.215.227.189,166.10.149.49,TCP,red,RED - TCP connection from 89.215.227.189 to 166.10.149.49
